airport,month,lat,lon,origin_count,dest_count
BGGH,2025_01,64.18364,-51.685814,45,10
BGGH,2025_03,64.18364,-51.685814,429,130
BGGH,2025_04,64.18364,-51.685814,442,117
BGGH,2025_05,64.18364,-51.685814,468,130
BGGH,2025_06,64.18364,-51.685814,461,138
BGGH,2025_07,64.18364,-51.685814,308,98
BGGH,2025_08,64.18364,-51.685814,532,163
BGGH,2025_09,64.18364,-51.685814,57,16
BGPT,2025_06,63.247925,-46.566186,1,0
BIAR,2025_01,63.854122,-17.490564,42,199
BIAR,2025_02,63.854122,-17.490564,34,166
BIAR,2025_03,63.854122,-17.490564,26,154
BIAR,2025_04,63.854122,-17.490564,22,192
BIAR,2025_05,63.854122,-17.490564,28,208
BIAR,2025_06,63.854122,-17.490564,20,172
BIAR,2025_07,63.854122,-17.490564,19,188
BIAR,2025_08,63.854122,-17.490564,26,169
BIAR,2025_09,63.854122,-17.490564,27,180
BIBD,2025_01,64.080139,-23.68927,42,131
BIBD,2025_02,64.080139,-23.68927,40,152
BIBD,2025_03,64.080139,-23.68927,23,56
BIBD,2025_04,64.080139,-23.68927,28,65
BIBD,2025_05,64.080139,-23.68927,35,66
BIBD,2025_06,64.080139,-23.68927,59,109
BIBD,2025_07,64.080139,-23.68927,80,180
BIBD,2025_08,64.080139,-23.68927,61,132
BIBD,2025_09,64.080139,-23.68927,77,217
BIBF,2025_02,66.583293,-7.36109,0,1
BIBF,2025_03,66.583293,-7.36109,3,0
BIBF,2025_04,66.583293,-7.36109,4,0
BIBF,2025_05,66.583293,-7.36109,14,0
BIBF,2025_06,66.583293,-7.36109,11,1
BIBF,2025_07,66.583293,-7.36109,3,5
BIBF,2025_08,66.583293,-7.36109,0,1
BIBF,2025_09,66.583293,-7.36109,1,0
BIBL,2025_01,64.681728,-19.415817,4,45
BIBL,2025_02,64.681728,-19.415817,7,51
BIBL,2025_03,64.681728,-19.415817,5,50
BIBL,2025_04,64.681728,-19.415817,5,53
BIBL,2025_05,64.681728,-19.415817,3,60
BIBL,2025_06,64.681728,-19.415817,2,58
BIBL,2025_07,64.681728,-19.415817,7,57
BIBL,2025_08,64.681728,-19.415817,9,48
BIBL,2025_09,64.681728,-19.415817,2,47
BIBV,2025_01,63.48436,-17.773132,0,1
BIBV,2025_02,63.48436,-17.773132,0,1
BIBV,2025_03,63.48436,-17.773132,1,0
BIBV,2025_05,63.48436,-17.773132,0,2
BIBV,2025_06,63.48436,-17.773132,0,1
BIBV,2025_07,63.48436,-17.773132,0,3
BIBV,2025_08,63.48436,-17.773132,1,1
BIBV,2025_09,63.48436,-17.773132,0,2
BIDV,2025_01,63.940568999999996,-17.629651,3,0
BIDV,2025_02,63.940568999999996,-17.629651,1,0
BIFM,2025_01,63.597382,-20.440909,6,12
BIFM,2025_02,63.597382,-20.440909,3,20
BIFM,2025_03,63.597382,-20.440909,4,10
BIFM,2025_04,63.597382,-20.440909,1,32
BIFM,2025_05,63.597382,-20.440909,1,21
BIFM,2025_06,63.597382,-20.440909,2,23
BIFM,2025_07,63.597382,-20.440909,1,32
BIFM,2025_08,63.597382,-20.440909,1,17
BIFM,2025_09,63.597382,-20.440909,7,33
BIGF,2025_01,63.915012,-24.272314,13,41
BIGF,2025_02,63.915012,-24.272314,9,49
BIGF,2025_03,63.915012,-24.272314,2,32
BIGF,2025_04,63.915012,-24.272314,3,18
BIGF,2025_05,63.915012,-24.272314,2,25
BIGF,2025_06,63.915012,-24.272314,1,46
BIGF,2025_07,63.915012,-24.272314,4,58
BIGF,2025_08,63.915012,-24.272314,9,36
BIGF,2025_09,63.915012,-24.272314,5,56
BIKF,2025_01,63.985016,-22.524508,1955,1768
BIKF,2025_02,63.985016,-22.524508,1857,1723
BIKF,2025_03,63.985016,-22.524508,2196,2093
BIKF,2025_04,63.985016,-22.524508,2514,2471
BIKF,2025_05,63.985016,-22.524508,2848,2773
BIKF,2025_06,63.985016,-22.524508,3164,3081
BIKF,2025_07,63.985016,-22.524508,3372,3186
BIKF,2025_08,63.985016,-22.524508,3394,3191
BIKF,2025_09,63.985016,-22.524508,2796,2593
BIKR,2025_02,64.718765,-19.223437,1,0
BIKR,2025_03,64.718765,-19.223437,2,1
BIKR,2025_06,64.718765,-19.223437,0,2
BINF,2025_03,64.322484,-9.27475,1,1
BINF,2025_04,64.322484,-9.27475,2,2
BINF,2025_05,64.322484,-9.27475,2,0
BINF,2025_06,64.322484,-9.27475,0,2
BINF,2025_07,64.322484,-9.27475,2,5
BINF,2025_09,64.322484,-9.27475,0,1
BIPA,2025_01,65.458824,-28.736294,7,12
BIPA,2025_02,65.458824,-28.736294,4,11
BIPA,2025_03,65.458824,-28.736294,4,16
BIPA,2025_04,65.458824,-28.736294,8,3
BIPA,2025_05,65.458824,-28.736294,10,8
BIPA,2025_06,65.458824,-28.736294,7,34
BIPA,2025_07,65.458824,-28.736294,14,40
BIPA,2025_08,65.458824,-28.736294,14,33
BIPA,2025_09,65.458824,-28.736294,8,24
BIRE,2025_02,65.219971,-22.187219,1,1
BIRE,2025_03,65.219971,-22.187219,1,2
BIRE,2025_06,65.219971,-22.187219,0,1
BIRE,2025_07,65.219971,-22.187219,0,1
BIRE,2025_08,65.219971,-22.187219,2,3
BIRE,2025_09,65.219971,-22.187219,0,1
BIRF,2025_01,64.322437,-23.813095,0,1
BIRF,2025_02,64.322437,-23.813095,0,2
BIRF,2025_03,64.322437,-23.813095,0,2
BIRF,2025_04,64.322437,-23.813095,1,4
BIRF,2025_05,64.322437,-23.813095,0,4
BIRF,2025_06,64.322437,-23.813095,2,4
BIRF,2025_07,64.322437,-23.813095,2,4
BIRF,2025_08,64.322437,-23.813095,1,2
BIRF,2025_09,64.322437,-23.813095,0,1
BIRK,2025_01,64.123089,-21.936429,529,199
BIRK,2025_02,64.123089,-21.936429,485,199
BIRK,2025_03,64.123089,-21.936429,565,237
BIRK,2025_04,64.123089,-21.936429,564,213
BIRK,2025_05,64.123089,-21.936429,705,308
BIRK,2025_06,64.123089,-21.936429,736,387
BIRK,2025_07,64.123089,-21.936429,891,508
BIRK,2025_08,64.123089,-21.936429,814,462
BIRK,2025_09,64.123089,-21.936429,690,321
BIST,2025_02,64.68871,-22.288513,1,1
BIST,2025_03,64.68871,-22.288513,1,2
BIST,2025_04,64.68871,-22.288513,0,1
BIST,2025_05,64.68871,-22.288513,2,1
BIST,2025_06,64.68871,-22.288513,1,1
BIST,2025_07,64.68871,-22.288513,0,4
BIST,2025_08,64.68871,-22.288513,2,3
BIVM,2025_01,63.745422,-21.011141,2,8
BIVM,2025_02,63.745422,-21.011141,2,7
BIVM,2025_03,63.745422,-21.011141,6,12
BIVM,2025_04,63.745422,-21.011141,5,16
BIVM,2025_05,63.745422,-21.011141,5,19
BIVM,2025_06,63.745422,-21.011141,3,10
BIVM,2025_07,63.745422,-21.011141,2,12
BIVM,2025_08,63.745422,-21.011141,2,22
BIVM,2025_09,63.745422,-21.011141,0,6
CBBC,2025_01,51.453735,-127.494334,14,62
CBBC,2025_02,51.453735,-127.494334,10,35
CBBC,2025_03,51.453735,-127.494334,15,48
CBBC,2025_04,51.453735,-127.494334,13,35
CBBC,2025_05,51.453735,-127.494334,14,72
CBBC,2025_06,51.453735,-127.494334,0,4
CBBC,2025_07,51.453735,-127.494334,13,68
CBBC,2025_08,51.453735,-127.494334,43,145
CBBC,2025_09,51.453735,-127.494334,27,83
CYAC,2025_01,49.996312,-91.820019,2,1
CYAC,2025_02,49.996312,-91.820019,2,7
CYAC,2025_03,49.996312,-91.820019,3,2
CYAC,2025_04,49.996312,-91.820019,1,1
CYAC,2025_05,49.996312,-91.820019,3,0
CYAC,2025_06,49.996312,-91.820019,6,4
CYAC,2025_07,49.996312,-91.820019,5,4
CYAC,2025_08,49.996312,-91.820019,8,5
CYAC,2025_09,49.996312,-91.820019,6,13
CYAD,2025_01,51.812687,-74.015808,3,6
CYAD,2025_02,51.812687,-74.015808,5,3
CYAD,2025_03,51.812687,-74.015808,5,11
CYAD,2025_04,51.812687,-74.015808,2,4
CYAD,2025_05,51.812687,-74.015808,3,12
CYAD,2025_06,51.812687,-74.015808,7,11
CYAD,2025_07,51.812687,-74.015808,5,11
CYAD,2025_08,51.812687,-74.015808,1,13
CYAD,2025_09,51.812687,-74.015808,1,6
CYAG,2025_01,47.533683,-92.147452,157,136
CYAG,2025_02,47.533683,-92.147452,130,94
CYAG,2025_03,47.533683,-92.147452,127,107
CYAG,2025_04,47.533683,-92.147452,125,113
CYAG,2025_05,47.533683,-92.147452,177,150
CYAG,2025_06,47.533683,-92.147452,616,881
CYAG,2025_07,47.533683,-92.147452,304,281
CYAG,2025_08,47.533683,-92.147452,308,276
CYAG,2025_09,47.533683,-92.147452,225,150
CYAH,2025_01,51.804932,-71.566649,68,41
CYAH,2025_02,51.804932,-71.566649,56,41
CYAH,2025_03,51.804932,-71.566649,39,41
CYAH,2025_04,51.804932,-71.566649,31,41
CYAH,2025_05,51.804932,-71.566649,26,51
CYAH,2025_06,51.804932,-71.566649,36,41
CYAH,2025_07,51.804932,-71.566649,52,50
CYAH,2025_08,51.804932,-71.566649,22,63
CYAH,2025_09,51.804932,-71.566649,34,40
CYAL,2025_01,51.235114,-126.376877,67,162
CYAL,2025_02,51.235114,-126.376877,62,177
CYAL,2025_03,51.235114,-126.376877,72,203
CYAL,2025_04,51.235114,-126.376877,58,233
CYAL,2025_05,51.235114,-126.376877,127,262
CYAL,2025_06,51.235114,-126.376877,20,275
CYAL,2025_07,51.235114,-126.376877,191,394
CYAL,2025_08,51.235114,-126.376877,291,463
CYAL,2025_09,51.235114,-126.376877,190,324
CYAM,2025_01,46.220972,-84.548103,9,18
CYAM,2025_02,46.220972,-84.548103,9,14
CYAM,2025_03,46.220972,-84.548103,8,10
CYAM,2025_04,46.220972,-84.548103,4,12
CYAM,2025_05,46.220972,-84.548103,20,16
CYAM,2025_06,46.220972,-84.548103,30,23
CYAM,2025_07,46.220972,-84.548103,32,30
CYAM,2025_08,46.220972,-84.548103,49,22
CYAM,2025_09,46.220972,-84.548103,24,22
CYAZ,2025_01,49.019739,-125.34562,29,54
CYAZ,2025_02,49.019739,-125.34562,25,65
CYAZ,2025_03,49.019739,-125.34562,20,54
CYAZ,2025_04,49.019739,-125.34562,14,78
CYAZ,2025_05,49.019739,-125.34562,46,125
CYAZ,2025_06,49.019739,-125.34562,81,227
CYAZ,2025_07,49.019739,-125.34562,91,162
CYAZ,2025_08,49.019739,-125.34562,106,191
CYAZ,2025_09,49.019739,-125.34562,76,138
CYBA,2025_01,51.134949,-115.396605,41,236
CYBA,2025_02,51.134949,-115.396605,52,220
CYBA,2025_03,51.134949,-115.396605,65,295
CYBA,2025_04,51.134949,-115.396605,87,301
CYBA,2025_05,51.134949,-115.396605,114,322
CYBA,2025_06,51.134949,-115.396605,165,306
CYBA,2025_07,51.134949,-115.396605,123,292
CYBA,2025_08,51.134949,-115.396605,141,289
CYBA,2025_09,51.134949,-115.396605,106,212
CYBC,2025_01,50.177994,-67.791571,256,357
CYBC,2025_02,50.177994,-67.791571,277,375
CYBC,2025_03,50.177994,-67.791571,275,396
CYBC,2025_04,50.177994,-67.791571,207,409
CYBC,2025_05,50.177994,-67.791571,189,413
CYBC,2025_06,50.177994,-67.791571,207,431
CYBC,2025_07,50.177994,-67.791571,268,517
CYBC,2025_08,50.177994,-67.791571,213,460
CYBC,2025_09,50.177994,-67.791571,219,442
CYBF,2025_01,55.48526,-111.614435,217,239
CYBF,2025_02,55.48526,-111.614435,204,232
CYBF,2025_03,55.48526,-111.614435,220,251
CYBF,2025_04,55.48526,-111.614435,252,321
CYBF,2025_05,55.48526,-111.614435,218,285
CYBF,2025_06,55.48526,-111.614435,211,230
CYBF,2025_07,55.48526,-111.614435,244,320
CYBF,2025_08,55.48526,-111.614435,239,193
CYBF,2025_09,55.48526,-111.614435,245,192
CYBG,2025_01,47.910772,-69.638954,333,296
CYBG,2025_02,47.910772,-69.638954,488,375
CYBG,2025_03,47.910772,-69.638954,433,353
CYBG,2025_04,47.910772,-69.638954,490,407
CYBG,2025_05,47.910772,-69.638954,554,468
CYBG,2025_06,47.910772,-69.638954,574,496
CYBG,2025_07,47.910772,-69.638954,482,405
CYBG,2025_08,47.910772,-69.638954,581,483
CYBG,2025_09,47.910772,-69.638954,725,637
CYBL,2025_01,49.98143,-125.299,175,196
CYBL,2025_02,49.98143,-125.299,154,187
CYBL,2025_03,49.98143,-125.299,188,194
CYBL,2025_04,49.98143,-125.299,256,336
CYBL,2025_05,49.98143,-125.299,302,307
CYBL,2025_06,49.98143,-125.299,171,395
CYBL,2025_07,49.98143,-125.299,516,623
CYBL,2025_08,49.98143,-125.299,670,661
CYBL,2025_09,49.98143,-125.299,395,361
CYBQ,2025_01,57.317536,-100.655586,0,1
CYBQ,2025_02,57.317536,-100.655586,0,1
CYBR,2025_01,51.471646,-101.464386,358,560
CYBR,2025_02,51.471646,-101.464386,305,539
CYBR,2025_03,51.471646,-101.464386,326,537
CYBR,2025_04,51.471646,-101.464386,226,297
CYBR,2025_05,51.471646,-101.464386,208,292
CYBR,2025_06,51.471646,-101.464386,145,226
CYBR,2025_07,51.471646,-101.464386,201,236
CYBR,2025_08,51.471646,-101.464386,169,230
CYBR,2025_09,51.471646,-101.464386,229,284
CYBT,2025_01,57.013969,-101.272327,0,1
CYBT,2025_02,57.013969,-101.272327,2,19
CYBT,2025_03,57.013969,-101.272327,4,15
CYBT,2025_09,57.013969,-101.272327,0,1
CYBV,2025_01,51.31523,-97.071991,89,537
CYBV,2025_02,51.31523,-97.071991,80,509
CYBV,2025_03,51.31523,-97.071991,75,567
CYBV,2025_04,51.31523,-97.071991,70,589
CYBV,2025_05,51.31523,-97.071991,85,650
CYBV,2025_06,51.31523,-97.071991,8,322
CYBV,2025_07,51.31523,-97.071991,12,413
CYBV,2025_08,51.31523,-97.071991,24,510
CYBV,2025_09,51.31523,-97.071991,90,699
CYCC,2025_01,44.432739,-73.596627,189,100
CYCC,2025_02,44.432739,-73.596627,193,134
CYCC,2025_03,44.432739,-73.596627,179,137
CYCC,2025_04,44.432739,-73.596627,252,179
CYCC,2025_05,44.432739,-73.596627,287,231
CYCC,2025_06,44.432739,-73.596627,309,256
CYCC,2025_07,44.432739,-73.596627,311,273
CYCC,2025_08,44.432739,-73.596627,276,200
CYCC,2025_09,44.432739,-73.596627,293,253
CYCD,2025_01,48.996552,-123.837679,545,614
CYCD,2025_02,48.996552,-123.837679,424,492
CYCD,2025_03,48.996552,-123.837679,378,517
CYCD,2025_04,48.996552,-123.837679,347,542
CYCD,2025_05,48.996552,-123.837679,608,726
CYCD,2025_06,48.996552,-123.837679,779,905
CYCD,2025_07,48.996552,-123.837679,871,945
CYCD,2025_08,48.996552,-123.837679,842,902
CYCD,2025_09,48.996552,-123.837679,742,800
CYCE,2025_01,43.17748,-81.279275,62,46
CYCE,2025_02,43.17748,-81.279275,22,39
CYCE,2025_03,43.17748,-81.279275,54,108
CYCE,2025_04,43.17748,-81.279275,114,194
CYCE,2025_05,43.17748,-81.279275,152,226
CYCE,2025_06,43.17748,-81.279275,148,217
CYCE,2025_07,43.17748,-81.279275,163,269
CYCE,2025_08,43.17748,-81.279275,191,311
CYCE,2025_09,43.17748,-81.279275,149,292
CYCG,2025_02,49.935887,-116.133505,2,0
CYCG,2025_03,49.935887,-116.133505,0,1
CYCG,2025_05,49.935887,-116.133505,31,6
CYCG,2025_06,49.935887,-116.133505,58,7
CYCG,2025_07,49.935887,-116.133505,64,14
CYCG,2025_08,49.935887,-116.133505,65,17
CYCG,2025_09,49.935887,-116.133505,58,24
CYCH,2025_01,48.742447,-64.502704,32,21
CYCH,2025_02,48.742447,-64.502704,30,15
CYCH,2025_03,48.742447,-64.502704,53,36
CYCH,2025_04,48.742447,-64.502704,30,24
CYCH,2025_05,48.742447,-64.502704,77,79
CYCH,2025_06,48.742447,-64.502704,111,114
CYCH,2025_07,48.742447,-64.502704,93,163
CYCH,2025_08,48.742447,-64.502704,241,263
CYCH,2025_09,48.742447,-64.502704,74,81
CYCK,2025_01,42.295624,-82.09259,56,72
CYCK,2025_02,42.295624,-82.09259,56,63
CYCK,2025_03,42.295624,-82.09259,137,167
CYCK,2025_04,42.295624,-82.09259,130,146
CYCK,2025_05,42.295624,-82.09259,139,153
CYCK,2025_06,42.295624,-82.09259,186,222
CYCK,2025_07,42.295624,-82.09259,195,253
CYCK,2025_08,42.295624,-82.09259,212,269
CYCK,2025_09,42.295624,-82.09259,253,277
CYCL,2025_01,49.898925,-64.604954,47,52
CYCL,2025_02,49.898925,-64.604954,86,40
CYCL,2025_03,49.898925,-64.604954,82,72
CYCL,2025_04,49.898925,-64.604954,93,65
CYCL,2025_05,49.898925,-64.604954,96,96
CYCL,2025_06,49.898925,-64.604954,139,130
CYCL,2025_07,49.898925,-64.604954,151,120
CYCL,2025_08,49.898925,-64.604954,113,115
CYCL,2025_09,49.898925,-64.604954,135,112
CYCN,2025_01,49.306687,-79.487457,123,161
CYCN,2025_02,49.306687,-79.487457,126,154
CYCN,2025_03,49.306687,-79.487457,113,121
CYCN,2025_04,49.306687,-79.487457,78,168
CYCN,2025_05,49.306687,-79.487457,97,159
CYCN,2025_06,49.306687,-79.487457,76,183
CYCN,2025_07,49.306687,-79.487457,95,138
CYCN,2025_08,49.306687,-79.487457,81,131
CYCN,2025_09,49.306687,-79.487457,91,111
CYCQ,2025_01,55.060451,-118.87515,3,2
CYCQ,2025_02,55.060451,-118.87515,1,3
CYCQ,2025_03,55.060451,-118.87515,1,6
CYCQ,2025_04,55.060451,-118.87515,0,6
CYCQ,2025_05,55.060451,-118.87515,1,3
CYCQ,2025_06,55.060451,-118.87515,2,12
CYCQ,2025_07,55.060451,-118.87515,11,16
CYCQ,2025_08,55.060451,-118.87515,7,19
CYCQ,2025_09,55.060451,-118.87515,4,12
CYCR,2025_01,54.569641,-99.239179,0,2
CYCR,2025_02,54.569641,-99.239179,5,12
CYCR,2025_03,54.569641,-99.239179,1,16
CYCR,2025_07,54.569641,-99.239179,1,0
CYCT,2025_01,51.269211,-111.681222,67,82
CYCT,2025_02,51.269211,-111.681222,64,110
CYCT,2025_03,51.269211,-111.681222,95,137
CYCT,2025_04,51.269211,-111.681222,152,214
CYCT,2025_05,51.269211,-111.681222,82,148
CYCT,2025_06,51.269211,-111.681222,69,78
CYCT,2025_07,51.269211,-111.681222,74,88
CYCT,2025_08,51.269211,-111.681222,80,87
CYCT,2025_09,51.269211,-111.681222,79,80
CYCW,2025_01,49.455597,-122.045963,110,219
CYCW,2025_02,49.455597,-122.045963,68,182
CYCW,2025_03,49.455597,-122.045963,47,178
CYCW,2025_04,49.455597,-122.045963,65,308
CYCW,2025_05,49.455597,-122.045963,69,287
CYCW,2025_06,49.455597,-122.045963,103,374
CYCW,2025_07,49.455597,-122.045963,168,445
CYCW,2025_08,49.455597,-122.045963,199,508
CYCW,2025_09,49.455597,-122.045963,104,305
CYCZ,2025_01,49.303757,-115.324543,64,90
CYCZ,2025_02,49.303757,-115.324543,53,71
CYCZ,2025_03,49.303757,-115.324543,49,59
CYCZ,2025_04,49.303757,-115.324543,11,20
CYCZ,2025_05,49.303757,-115.324543,42,60
CYCZ,2025_06,49.303757,-115.324543,83,99
CYCZ,2025_07,49.303757,-115.324543,90,106
CYCZ,2025_08,49.303757,-115.324543,123,126
CYCZ,2025_09,49.303757,-115.324543,93,95
CYDA,2025_01,63.892227,-141.76367,0,3
CYDA,2025_02,63.892227,-141.76367,1,2
CYDA,2025_05,63.892227,-141.76367,0,1
CYDA,2025_06,63.892227,-141.76367,0,5
CYDA,2025_07,63.892227,-141.76367,22,19
CYDA,2025_08,63.892227,-141.76367,27,22
CYDA,2025_09,63.892227,-141.76367,10,10
CYDB,2025_01,62.355148,-142.6769,2,0
CYDB,2025_07,62.355148,-142.6769,4,3
CYDB,2025_08,62.355148,-142.6769,1,0
CYDB,2025_09,62.355148,-142.6769,1,1
CYDF,2025_01,48.23941,-60.059721,1,1
CYDF,2025_02,48.23941,-60.059721,2,1
CYDF,2025_04,48.23941,-60.059721,0,1
CYDF,2025_07,48.23941,-60.059721,0,1
CYDF,2025_08,48.23941,-60.059721,0,1
CYDF,2025_09,48.23941,-60.059721,8,5
CYDL,2025_07,57.167312,-133.391566,1,1
CYDL,2025_08,57.167312,-133.391566,9,9
CYDL,2025_09,57.167312,-133.391566,10,4
CYDN,2025_01,50.919159,-99.621796,58,162
CYDN,2025_02,50.919159,-99.621796,48,93
CYDN,2025_03,50.919159,-99.621796,49,99
CYDN,2025_04,50.919159,-99.621796,47,161
CYDN,2025_05,50.919159,-99.621796,77,153
CYDN,2025_06,50.919159,-99.621796,29,111
CYDN,2025_07,50.919159,-99.621796,60,166
CYDN,2025_08,50.919159,-99.621796,58,134
CYDN,2025_09,50.919159,-99.621796,63,160
CYDO,2025_01,48.780304,-72.425608,30,27
CYDO,2025_02,48.780304,-72.425608,42,43
CYDO,2025_03,48.780304,-72.425608,34,39
CYDO,2025_04,48.780304,-72.425608,29,38
CYDO,2025_05,48.780304,-72.425608,63,64
CYDO,2025_06,48.780304,-72.425608,294,237
CYDO,2025_07,48.780304,-72.425608,58,61
CYDO,2025_08,48.780304,-72.425608,61,66
CYDO,2025_09,48.780304,-72.425608,68,75
CYDQ,2025_01,54.894911,-117.210055,9,25
CYDQ,2025_02,54.894911,-117.210055,7,6
CYDQ,2025_03,54.894911,-117.210055,6,14
CYDQ,2025_04,54.894911,-117.210055,4,17
CYDQ,2025_05,54.894911,-117.210055,9,19
CYDQ,2025_06,54.894911,-117.210055,8,33
CYDQ,2025_07,54.894911,-117.210055,6,26
CYDQ,2025_08,54.894911,-117.210055,20,35
CYDQ,2025_09,54.894911,-117.210055,12,32
CYEG,2025_01,53.288114,-113.564866,4185,3432
CYEG,2025_02,53.288114,-113.564866,3742,3031
CYEG,2025_03,53.288114,-113.564866,4250,3488
CYEG,2025_04,53.288114,-113.564866,4358,3582
CYEG,2025_05,53.288114,-113.564866,4926,4087
CYEG,2025_06,53.288114,-113.564866,4974,4232
CYEG,2025_07,53.288114,-113.564866,5181,4471
CYEG,2025_08,53.288114,-113.564866,5061,4488
CYEG,2025_09,53.288114,-113.564866,4829,4262
CYEL,2025_01,46.510387,-82.389633,45,71
CYEL,2025_02,46.510387,-82.389633,36,96
CYEL,2025_03,46.510387,-82.389633,56,129
CYEL,2025_04,46.510387,-82.389633,79,158
CYEL,2025_05,46.510387,-82.389633,80,169
CYEL,2025_06,46.510387,-82.389633,69,183
CYEL,2025_07,46.510387,-82.389633,87,232
CYEL,2025_08,46.510387,-82.389633,108,259
CYEL,2025_09,46.510387,-82.389633,94,274
CYEM,2025_01,45.163526,-79.973051,5,29
CYEM,2025_02,45.163526,-79.973051,9,33
CYEM,2025_03,45.163526,-79.973051,12,29
CYEM,2025_04,45.163526,-79.973051,10,54
CYEM,2025_05,45.163526,-79.973051,25,49
CYEM,2025_06,45.163526,-79.973051,18,48
CYEM,2025_07,45.163526,-79.973051,43,80
CYEM,2025_08,45.163526,-79.973051,28,65
CYEM,2025_09,45.163526,-79.973051,26,49
CYEN,2025_01,47.977574,-101.92904,72,63
CYEN,2025_02,47.977574,-101.92904,24,48
CYEN,2025_03,47.977574,-101.92904,42,47
CYEN,2025_04,47.977574,-101.92904,16,25
CYEN,2025_05,47.977574,-101.92904,53,103
CYEN,2025_06,47.977574,-101.92904,76,165
CYEN,2025_07,47.977574,-101.92904,71,144
CYEN,2025_08,47.977574,-101.92904,70,184
CYEN,2025_09,47.977574,-101.92904,85,207
CYET,2025_01,53.128235,-118.35226,157,492
CYET,2025_02,53.128235,-118.35226,114,439
CYET,2025_03,53.128235,-118.35226,149,505
CYET,2025_04,53.128235,-118.35226,162,529
CYET,2025_05,53.128235,-118.35226,218,637
CYET,2025_06,53.128235,-118.35226,235,632
CYET,2025_07,53.128235,-118.35226,215,580
CYET,2025_08,53.128235,-118.35226,228,594
CYET,2025_09,53.128235,-118.35226,179,567
CYEY,2025_01,47.506119,-76.846619,70,80
CYEY,2025_02,47.506119,-76.846619,57,77
CYEY,2025_03,47.506119,-76.846619,58,52
CYEY,2025_04,47.506119,-76.846619,46,104
CYEY,2025_05,47.506119,-76.846619,45,85
CYEY,2025_06,47.506119,-76.846619,28,91
CYEY,2025_07,47.506119,-76.846619,45,99
CYEY,2025_08,47.506119,-76.846619,39,83
CYEY,2025_09,47.506119,-76.846619,35,84
CYFC,2025_01,45.569595,-67.318458,322,357
CYFC,2025_02,45.569595,-67.318458,355,373
CYFC,2025_03,45.569595,-67.318458,381,413
CYFC,2025_04,45.569595,-67.318458,528,544
CYFC,2025_05,45.569595,-67.318458,445,493
CYFC,2025_06,45.569595,-67.318458,510,546
CYFC,2025_07,45.569595,-67.318458,473,597
CYFC,2025_08,45.569595,-67.318458,625,647
CYFC,2025_09,45.569595,-67.318458,572,652
CYFE,2025_01,47.477921,-69.422951,15,52
CYFE,2025_02,47.477921,-69.422951,49,87
CYFE,2025_03,47.477921,-69.422951,66,113
CYFE,2025_04,47.477921,-69.422951,51,106
CYFE,2025_05,47.477921,-69.422951,81,122
CYFE,2025_06,47.477921,-69.422951,79,164
CYFE,2025_07,47.477921,-69.422951,69,153
CYFE,2025_08,47.477921,-69.422951,70,171
CYFE,2025_09,47.477921,-69.422951,56,151
CYFH,2025_01,49.57804,-88.227564,0,1
CYFH,2025_02,49.57804,-88.227564,0,1
CYFH,2025_05,49.57804,-88.227564,0,1
CYFH,2025_06,49.57804,-88.227564,3,5
CYFH,2025_07,49.57804,-88.227564,1,4
CYFH,2025_08,49.57804,-88.227564,0,1
CYFH,2025_09,49.57804,-88.227564,0,3
CYFJ,2025_01,46.733643,-75.577765,73,124
CYFJ,2025_02,46.733643,-75.577765,102,144
CYFJ,2025_03,46.733643,-75.577765,112,120
CYFJ,2025_04,46.733643,-75.577765,59,74
CYFJ,2025_05,46.733643,-75.577765,88,108
CYFJ,2025_06,46.733643,-75.577765,111,130
CYFJ,2025_07,46.733643,-75.577765,158,170
CYFJ,2025_08,46.733643,-75.577765,158,177
CYFJ,2025_09,46.733643,-75.577765,148,143
CYFO,2025_01,54.712646,-101.625312,3,3
CYFO,2025_02,54.712646,-101.625312,86,65
CYFO,2025_03,54.712646,-101.625312,113,92
CYFO,2025_05,54.712646,-101.625312,5,28
CYFO,2025_06,54.712646,-101.625312,24,33
CYFO,2025_07,54.712646,-101.625312,23,39
CYFO,2025_08,54.712646,-101.625312,23,46
CYFO,2025_09,54.712646,-101.625312,32,39
CYGB,2025_01,49.667496,-124.49389,236,192
CYGB,2025_02,49.667496,-124.49389,186,195
CYGB,2025_03,49.667496,-124.49389,263,212
CYGB,2025_04,49.667496,-124.49389,343,414
CYGB,2025_05,49.667496,-124.49389,404,416
CYGB,2025_06,49.667496,-124.49389,478,738
CYGB,2025_07,49.667496,-124.49389,608,770
CYGB,2025_08,49.667496,-124.49389,614,578
CYGB,2025_09,49.667496,-124.49389,446,420
CYGK,2025_01,44.28142,-76.825785,286,240
CYGK,2025_02,44.28142,-76.825785,198,166
CYGK,2025_03,44.28142,-76.825785,296,222
CYGK,2025_04,44.28142,-76.825785,267,220
CYGK,2025_05,44.28142,-76.825785,277,229
CYGK,2025_06,44.28142,-76.825785,396,325
CYGK,2025_07,44.28142,-76.825785,469,413
CYGK,2025_08,44.28142,-76.825785,380,313
CYGK,2025_09,44.28142,-76.825785,357,277
CYGM,2025_01,51.130092,-97.037201,121,315
CYGM,2025_02,51.130092,-97.037201,127,273
CYGM,2025_03,51.130092,-97.037201,140,400
CYGM,2025_04,51.130092,-97.037201,150,439
CYGM,2025_05,51.130092,-97.037201,353,682
