airport,month,lat,lon,origin_count,dest_count
KDAY,2025_04,39.896897,-84.242004,1607,1609
KDAY,2025_05,39.896897,-84.242004,1693,1679
KDAY,2025_06,39.896897,-84.242004,1791,1757
KDAY,2025_07,39.896897,-84.242004,1674,1620
KDAY,2025_08,39.896897,-84.242004,1783,1742
KDAY,2025_09,39.896897,-84.242004,1795,1765
KDBN,2025_01,32.616165,-83.050763,399,532
KDBN,2025_02,32.616165,-83.050763,469,615
KDBN,2025_03,32.616165,-83.050763,506,619
KDBN,2025_04,32.616165,-83.050763,593,813
KDBN,2025_05,32.616165,-83.050763,475,649
KDBN,2025_06,32.616165,-83.050763,545,704
KDBN,2025_07,32.616165,-83.050763,454,593
KDBN,2025_08,32.616165,-83.050763,432,470
KDBN,2025_09,32.616165,-83.050763,513,605
KDBQ,2025_01,42.423892,-90.751094,1149,1108
KDBQ,2025_02,42.423892,-90.751094,1126,1095
KDBQ,2025_03,42.423892,-90.751094,1218,1160
KDBQ,2025_04,42.423892,-90.751094,1306,1247
KDBQ,2025_05,42.423892,-90.751094,1459,1398
KDBQ,2025_06,42.423892,-90.751094,1135,1074
KDBQ,2025_07,42.423892,-90.751094,1235,1240
KDBQ,2025_08,42.423892,-90.751094,1399,1374
KDBQ,2025_09,42.423892,-90.751094,2077,1960
KDCA,2025_01,38.844886,-77.037094,11837,11782
KDCA,2025_02,38.844886,-77.037094,11120,11096
KDCA,2025_03,38.844886,-77.037094,13277,13302
KDCA,2025_04,38.844886,-77.037094,12962,12999
KDCA,2025_05,38.844886,-77.037094,12971,12998
KDCA,2025_06,38.844886,-77.037094,12182,12278
KDCA,2025_07,38.844886,-77.037094,12206,12202
KDCA,2025_08,38.844886,-77.037094,12774,12809
KDCA,2025_09,38.844886,-77.037094,12696,12812
KDCU,2025_01,34.689564,-86.789989,410,429
KDCU,2025_02,34.689564,-86.789989,318,389
KDCU,2025_03,34.689564,-86.789989,409,508
KDCU,2025_04,34.689564,-86.789989,415,536
KDCU,2025_05,34.689564,-86.789989,481,512
KDCU,2025_06,34.689564,-86.789989,529,564
KDCU,2025_07,34.689564,-86.789989,557,581
KDCU,2025_08,34.689564,-86.789989,504,565
KDCU,2025_09,34.689564,-86.789989,646,700
KDDC,2025_01,37.74246,-101.362371,301,365
KDDC,2025_02,37.74246,-101.362371,299,344
KDDC,2025_03,37.74246,-101.362371,336,378
KDDC,2025_04,37.74246,-101.362371,355,413
KDDC,2025_05,37.74246,-101.362371,402,410
KDDC,2025_06,37.74246,-101.362371,346,362
KDDC,2025_07,37.74246,-101.362371,381,380
KDDC,2025_08,37.74246,-101.362371,356,367
KDDC,2025_09,37.74246,-101.362371,372,371
KDEC,2025_01,39.826231,-88.875854,271,260
KDEC,2025_02,39.826231,-88.875854,261,257
KDEC,2025_03,39.826231,-88.875854,277,260
KDEC,2025_04,39.826231,-88.875854,261,247
KDEC,2025_05,39.826231,-88.875854,286,281
KDEC,2025_06,39.826231,-88.875854,314,303
KDEC,2025_07,39.826231,-88.875854,859,773
KDEC,2025_08,39.826231,-88.875854,629,587
KDEC,2025_09,39.826231,-88.875854,394,392
KDEH,2025_01,43.244748,-91.762848,47,59
KDEH,2025_02,43.244748,-91.762848,31,39
KDEH,2025_03,43.244748,-91.762848,51,63
KDEH,2025_04,43.244748,-91.762848,64,88
KDEH,2025_05,43.244748,-91.762848,92,110
KDEH,2025_06,43.244748,-91.762848,51,76
KDEH,2025_07,43.244748,-91.762848,141,152
KDEH,2025_08,43.244748,-91.762848,144,139
KDEH,2025_09,43.244748,-91.762848,78,95
KDEN,2025_01,39.840694,-104.687661,26625,25313
KDEN,2025_02,39.840694,-104.687661,24565,23817
KDEN,2025_03,39.840694,-104.687661,26409,26780
KDEN,2025_04,39.840694,-104.687661,25221,25642
KDEN,2025_05,39.840694,-104.687661,29138,28202
KDEN,2025_06,39.840694,-104.687661,30078,29173
KDEN,2025_07,39.840694,-104.687661,30978,29933
KDEN,2025_08,39.840694,-104.687661,29864,28716
KDEN,2025_09,39.840694,-104.687661,28095,27468
KDET,2025_01,42.388596,-83.006391,676,691
KDET,2025_02,42.388596,-83.006391,700,723
KDET,2025_03,42.388596,-83.006391,897,928
KDET,2025_04,42.388596,-83.006391,836,859
KDET,2025_05,42.388596,-83.006391,995,1010
KDET,2025_06,42.388596,-83.006391,1152,1143
KDET,2025_07,42.388596,-83.006391,1142,1151
KDET,2025_08,42.388596,-83.006391,1424,1343
KDET,2025_09,42.388596,-83.006391,713,686
KDFI,2025_01,41.26181,-83.997009,58,66
KDFI,2025_02,41.26181,-83.997009,56,58
KDFI,2025_03,41.26181,-83.997009,87,94
KDFI,2025_04,41.26181,-83.997009,92,117
KDFI,2025_05,41.26181,-83.997009,83,109
KDFI,2025_06,41.26181,-83.997009,99,134
KDFI,2025_07,41.26181,-83.997009,125,129
KDFI,2025_08,41.26181,-83.997009,112,156
KDFI,2025_09,41.26181,-83.997009,138,162
KDFW,2025_01,32.910164,-97.054115,28310,27674
KDFW,2025_02,32.910164,-97.054115,27069,26336
KDFW,2025_03,32.910164,-97.054115,31497,30836
KDFW,2025_04,32.910164,-97.054115,29516,29256
KDFW,2025_05,32.910164,-97.054115,31038,30894
KDFW,2025_06,32.910164,-97.054115,31860,31728
KDFW,2025_07,32.910164,-97.054115,32419,32264
KDFW,2025_08,32.910164,-97.054115,29988,29848
KDFW,2025_09,32.910164,-97.054115,28065,28024
KDGL,2025_01,31.825484,-110.165854,255,498
KDGL,2025_02,31.825484,-110.165854,251,449
KDGL,2025_03,31.825484,-110.165854,288,577
KDGL,2025_04,31.825484,-110.165854,282,482
KDGL,2025_05,31.825484,-110.165854,249,448
KDGL,2025_06,31.825484,-110.165854,204,376
KDGL,2025_07,31.825484,-110.165854,193,330
KDGL,2025_08,31.825484,-110.165854,240,318
KDGL,2025_09,31.825484,-110.165854,247,312
KDGW,2025_01,42.275158,-105.262756,6,29
KDGW,2025_02,42.275158,-105.262756,9,33
KDGW,2025_03,42.275158,-105.262756,13,30
KDGW,2025_04,42.275158,-105.262756,9,30
KDGW,2025_05,42.275158,-105.262756,10,34
KDGW,2025_06,42.275158,-105.262756,11,33
KDGW,2025_07,42.275158,-105.262756,9,25
KDGW,2025_08,42.275158,-105.262756,11,38
KDGW,2025_09,42.275158,-105.262756,12,38
KDHN,2025_01,31.397157,-84.895203,1600,1478
KDHN,2025_02,31.397157,-84.895203,1766,1639
KDHN,2025_03,31.397157,-84.895203,2034,1882
KDHN,2025_04,31.397157,-84.895203,2728,2647
KDHN,2025_05,31.397157,-84.895203,2378,2376
KDHN,2025_06,31.397157,-84.895203,2264,2293
KDHN,2025_07,31.397157,-84.895203,2305,1957
KDHN,2025_08,31.397157,-84.895203,2207,1918
KDHN,2025_09,31.397157,-84.895203,2406,2080
KDHT,2025_01,35.8246,-102.138724,65,62
KDHT,2025_02,35.8246,-102.138724,98,87
KDHT,2025_03,35.8246,-102.138724,90,85
KDHT,2025_04,35.8246,-102.138724,116,113
KDHT,2025_05,35.8246,-102.138724,152,131
KDHT,2025_06,35.8246,-102.138724,131,117
KDHT,2025_07,35.8246,-102.138724,163,153
KDHT,2025_08,35.8246,-102.138724,126,142
KDHT,2025_09,35.8246,-102.138724,149,145
KDIK,2025_01,46.135391,-102.861239,67,97
KDIK,2025_02,46.135391,-102.861239,35,55
KDIK,2025_03,46.135391,-102.861239,10,26
KDIK,2025_04,46.135391,-102.861239,5,17
KDIK,2025_05,46.135391,-102.861239,7,13
KDIK,2025_06,46.135391,-102.861239,6,19
KDIK,2025_07,46.135391,-102.861239,3,7
KDIK,2025_08,46.135391,-102.861239,3,14
KDIK,2025_09,46.135391,-102.861239,31,45
KDKK,2025_01,42.475519,-79.30366,22,25
KDKK,2025_02,42.475519,-79.30366,36,34
KDKK,2025_03,42.475519,-79.30366,66,59
KDKK,2025_04,42.475519,-79.30366,74,71
KDKK,2025_05,42.475519,-79.30366,86,87
KDKK,2025_06,42.475519,-79.30366,104,107
KDKK,2025_07,42.475519,-79.30366,197,201
KDKK,2025_08,42.475519,-79.30366,132,125
KDKK,2025_09,42.475519,-79.30366,156,157
KDLC,2025_01,34.542738,-79.180298,40,137
KDLC,2025_02,34.542738,-79.180298,15,55
KDLC,2025_03,34.542738,-79.180298,37,89
KDLC,2025_04,34.542738,-79.180298,45,76
KDLC,2025_05,34.542738,-79.180298,30,72
KDLC,2025_06,34.542738,-79.180298,36,70
KDLC,2025_07,34.542738,-79.180298,27,60
KDLC,2025_08,34.542738,-79.180298,30,82
KDLC,2025_09,34.542738,-79.180298,28,80
KDLF,2025_01,29.840403,-100.261554,133,167
KDLF,2025_02,29.840403,-100.261554,161,173
KDLF,2025_03,29.840403,-100.261554,183,212
KDLF,2025_04,29.840403,-100.261554,294,288
KDLF,2025_05,29.840403,-100.261554,251,273
KDLF,2025_06,29.840403,-100.261554,237,298
KDLF,2025_07,29.840403,-100.261554,301,308
KDLF,2025_08,29.840403,-100.261554,2539,2444
KDLF,2025_09,29.840403,-100.261554,2997,2922
KDLH,2025_01,46.841331,-92.17876,1743,1639
KDLH,2025_02,46.841331,-92.17876,1686,1547
KDLH,2025_03,46.841331,-92.17876,2217,2034
KDLH,2025_04,46.841331,-92.17876,2130,1957
KDLH,2025_05,46.841331,-92.17876,2583,2378
KDLH,2025_06,46.841331,-92.17876,2618,2407
KDLH,2025_07,46.841331,-92.17876,2896,2683
KDLH,2025_08,46.841331,-92.17876,2791,2597
KDLH,2025_09,46.841331,-92.17876,2591,2345
KDLN,2025_01,44.752156,-112.551649,18,61
KDLN,2025_02,44.752156,-112.551649,2,22
KDLN,2025_03,44.752156,-112.551649,5,20
KDLN,2025_04,44.752156,-112.551649,6,10
KDLN,2025_05,44.752156,-112.551649,13,41
KDLN,2025_06,44.752156,-112.551649,62,73
KDLN,2025_07,44.752156,-112.551649,77,116
KDLN,2025_08,44.752156,-112.551649,134,143
KDLN,2025_09,44.752156,-112.551649,63,68
KDLS,2025_01,45.673462,-121.528384,303,324
KDLS,2025_02,45.673462,-121.528384,166,217
KDLS,2025_03,45.673462,-121.528384,311,356
KDLS,2025_04,45.673462,-121.528384,502,538
KDLS,2025_05,45.673462,-121.528384,523,563
KDLS,2025_06,45.673462,-121.528384,505,528
KDLS,2025_07,45.673462,-121.528384,735,773
KDLS,2025_08,45.673462,-121.528384,630,638
KDLS,2025_09,45.673462,-121.528384,729,769
KDMA,2025_01,32.115326,-110.938568,5211,4596
KDMA,2025_02,32.115326,-110.938568,5273,4578
KDMA,2025_03,32.115326,-110.938568,5552,4873
KDMA,2025_04,32.115326,-110.938568,5169,4456
KDMA,2025_05,32.115326,-110.938568,4967,4359
KDMA,2025_06,32.115326,-110.938568,3691,3413
KDMA,2025_07,32.115326,-110.938568,3447,3190
KDMA,2025_08,32.115326,-110.938568,3517,3279
KDMA,2025_09,32.115326,-110.938568,3970,3514
KDMN,2025_01,32.724361,-107.585692,145,143
KDMN,2025_02,32.724361,-107.585692,143,154
KDMN,2025_03,32.724361,-107.585692,166,159
KDMN,2025_04,32.724361,-107.585692,179,210
KDMN,2025_05,32.724361,-107.585692,187,209
KDMN,2025_06,32.724361,-107.585692,215,225
KDMN,2025_07,32.724361,-107.585692,168,166
KDMN,2025_08,32.724361,-107.585692,305,614
KDMN,2025_09,32.724361,-107.585692,46,231
KDMO,2025_01,38.399368,-93.316352,117,147
KDMO,2025_02,38.399368,-93.316352,117,147
KDMO,2025_03,38.399368,-93.316352,197,202
KDMO,2025_04,38.399368,-93.316352,188,213
KDMO,2025_05,38.399368,-93.316352,206,267
KDMO,2025_06,38.399368,-93.316352,167,219
KDMO,2025_07,38.399368,-93.316352,286,347
KDMO,2025_08,38.399368,-93.316352,192,252
KDMO,2025_09,38.399368,-93.316352,208,266
KDNL,2025_01,33.46764,-82.035434,498,467
KDNL,2025_02,33.46764,-82.035434,553,543
KDNL,2025_03,33.46764,-82.035434,714,676
KDNL,2025_04,33.46764,-82.035434,1449,1405
KDNL,2025_05,33.46764,-82.035434,668,647
KDNL,2025_06,33.46764,-82.035434,703,710
KDNL,2025_07,33.46764,-82.035434,658,628
KDNL,2025_08,33.46764,-82.035434,611,578
KDNL,2025_09,33.46764,-82.035434,711,711
KDNN,2025_01,34.436552,-85.022278,474,686
KDNN,2025_02,34.436552,-85.022278,496,695
KDNN,2025_03,34.436552,-85.022278,625,828
KDNN,2025_04,34.436552,-85.022278,812,883
KDNN,2025_05,34.436552,-85.022278,644,608
KDNN,2025_06,34.436552,-85.022278,660,705
KDNN,2025_07,34.436552,-85.022278,713,780
KDNN,2025_08,34.436552,-85.022278,660,669
KDNN,2025_09,34.436552,-85.022278,778,815
KDNS,2025_01,42.145157,-95.592291,19,18
KDNS,2025_02,42.145157,-95.592291,14,11
KDNS,2025_03,42.145157,-95.592291,42,49
KDNS,2025_04,42.145157,-95.592291,55,87
KDNS,2025_05,42.145157,-95.592291,49,63
KDNS,2025_06,42.145157,-95.592291,37,51
KDNS,2025_07,42.145157,-95.592291,63,75
KDNS,2025_08,42.145157,-95.592291,43,55
KDNS,2025_09,42.145157,-95.592291,53,59
KDNV,2025_01,40.302292,-87.646729,79,106
KDNV,2025_02,40.302292,-87.646729,120,151
KDNV,2025_03,40.302292,-87.646729,117,141
KDNV,2025_04,40.302292,-87.646729,97,157
KDNV,2025_05,40.302292,-87.646729,158,166
KDNV,2025_06,40.302292,-87.646729,135,133
KDNV,2025_07,40.302292,-87.646729,333,320
KDNV,2025_08,40.302292,-87.646729,231,232
KDNV,2025_09,40.302292,-87.646729,227,221
KDOV,2025_01,39.212997,-75.627435,543,518
KDOV,2025_02,39.212997,-75.627435,588,552
KDOV,2025_03,39.212997,-75.627435,740,678
KDOV,2025_04,39.212997,-75.627435,795,724
KDOV,2025_05,39.212997,-75.627435,836,779
KDOV,2025_06,39.212997,-75.627435,959,933
KDOV,2025_07,39.212997,-75.627435,1083,1045
KDOV,2025_08,39.212997,-75.627435,919,879
KDOV,2025_09,39.212997,-75.627435,1190,1131
KDPA,2025_01,41.904602,-88.24999,3407,3236
KDPA,2025_02,41.904602,-88.24999,3436,3193
KDPA,2025_03,41.904602,-88.24999,4471,4157
KDPA,2025_04,41.904602,-88.24999,4785,4661
KDPA,2025_05,41.904602,-88.24999,5265,5210
KDPA,2025_06,41.904602,-88.24999,5513,5405
KDPA,2025_07,41.904602,-88.24999,5810,5644
KDPA,2025_08,41.904602,-88.24999,6261,6209
KDPA,2025_09,41.904602,-88.24999,6026,5940
KDRI,2025_01,31.223889,-94.222211,18,82
KDRI,2025_02,31.223889,-94.222211,21,73
KDRI,2025_03,31.223889,-94.222211,25,101
KDRI,2025_04,31.223889,-94.222211,36,115
KDRI,2025_05,31.223889,-94.222211,32,127
KDRI,2025_06,31.223889,-94.222211,24,116
KDRI,2025_07,31.223889,-94.222211,31,73
KDRI,2025_08,31.223889,-94.222211,16,83
KDRI,2025_09,31.223889,-94.222211,23,97
KDRM,2025_07,45.779284,-83.86441,0,1
KDRM,2025_08,45.779284,-83.86441,0,1
KDRO,2025_01,36.397472,-107.302473,6,18
KDRO,2025_02,36.397472,-107.302473,3,22
KDRO,2025_03,36.397472,-107.302473,15,23
KDRO,2025_04,36.397472,-107.302473,1,29
KDRO,2025_05,36.397472,-107.302473,6,18
KDRO,2025_06,36.397472,-107.302473,5,16
KDRO,2025_07,36.397472,-107.302473,6,29
KDRO,2025_08,36.397472,-107.302473,9,36
KDRO,2025_09,36.397472,-107.302473,10,18
KDRT,2025_01,30.948074,-102.407819,8,14
KDRT,2025_02,30.948074,-102.407819,14,13
KDRT,2025_03,30.948074,-102.407819,14,12
KDRT,2025_04,30.948074,-102.407819,9,20
KDRT,2025_05,30.948074,-102.407819,9,9
KDRT,2025_06,30.948074,-102.407819,8,15
KDRT,2025_07,30.948074,-102.407819,7,13
KDRT,2025_08,30.948074,-102.407819,322,326
KDRT,2025_09,30.948074,-102.407819,373,373
KDSM,2025_01,41.526123,-93.671868,2907,2748
KDSM,2025_02,41.526123,-93.671868,2757,2668
KDSM,2025_03,41.526123,-93.671868,3365,3217
KDSM,2025_04,41.526123,-93.671868,3297,3184
KDSM,2025_05,41.526123,-93.671868,3662,3541
KDSM,2025_06,41.526123,-93.671868,3671,3524
KDSM,2025_07,41.526123,-93.671868,3850,3707
KDSM,2025_08,41.526123,-93.671868,4159,3966
KDSM,2025_09,41.526123,-93.671868,3855,3705
KDSV,2025_01,42.177475,-77.204299,36,48
KDSV,2025_02,42.177475,-77.204299,51,56
KDSV,2025_03,42.177475,-77.204299,91,91
KDSV,2025_04,42.177475,-77.204299,108,115
KDSV,2025_05,42.177475,-77.204299,137,150
KDSV,2025_06,42.177475,-77.204299,165,180
KDSV,2025_07,42.177475,-77.204299,341,337
KDSV,2025_08,42.177475,-77.204299,277,287
KDSV,2025_09,42.177475,-77.204299,223,250
KDTA,2025_01,39.283951,-112.009974,264,503
KDTA,2025_02,39.283951,-112.009974,282,582
KDTA,2025_03,39.283951,-112.009974,345,655
KDTA,2025_04,39.283951,-112.009974,345,634
KDTA,2025_05,39.283951,-112.009974,365,575
KDTA,2025_06,39.283951,-112.009974,584,627
KDTA,2025_07,39.283951,-112.009974,450,544
KDTA,2025_08,39.283951,-112.009974,349,499
KDTA,2025_09,39.283951,-112.009974,361,489
KDTL,2025_01,47.132629,-96.140053,88,116
KDTL,2025_02,47.132629,-96.140053,88,125
KDTL,2025_03,47.132629,-96.140053,148,220
KDTL,2025_04,47.132629,-96.140053,163,210
KDTL,2025_05,47.132629,-96.140053,224,319
KDTL,2025_06,47.132629,-96.140053,254,318
KDTL,2025_07,47.132629,-96.140053,301,355
KDTL,2025_08,47.132629,-96.140053,277,334
KDTL,2025_09,47.132629,-96.140053,279,317
KDTN,2025_01,32.531821,-93.759006,386,367
KDTN,2025_02,32.531821,-93.759006,358,293
KDTN,2025_03,32.531821,-93.759006,336,387
KDTN,2025_04,32.531821,-93.759006,298,417
KDTN,2025_05,32.531821,-93.759006,391,364
KDTN,2025_06,32.531821,-93.759006,357,558
KDTN,2025_07,32.531821,-93.759006,577,389
KDTN,2025_08,32.531821,-93.759006,266,584
KDTN,2025_09,32.531821,-93.759006,302,426
KDTS,2025_01,30.329086,-86.513349,1182,1044
KDTS,2025_02,30.329086,-86.513349,1353,958
KDTS,2025_03,30.329086,-86.513349,1999,1386
KDTS,2025_04,30.329086,-86.513349,2217,1213
KDTS,2025_05,30.329086,-86.513349,2663,1483
KDTS,2025_06,30.329086,-86.513349,2690,1353
KDTS,2025_07,30.329086,-86.513349,2685,1649
KDTS,2025_08,30.329086,-86.513349,1715,1751
KDTS,2025_09,30.329086,-86.513349,1611,1699
KDTW,2025_01,42.195786,-83.37643,11981,11901
KDTW,2025_02,42.195786,-83.37643,11075,10998
KDTW,2025_03,42.195786,-83.37643,13546,13485
KDTW,2025_04,42.195786,-83.37643,13253,13149
KDTW,2025_05,42.195786,-83.37643,14041,13983
KDTW,2025_06,42.195786,-83.37643,14717,14535
KDTW,2025_07,42.195786,-83.37643,15007,14905
KDTW,2025_08,42.195786,-83.37643,14980,14902
KDTW,2025_09,42.195786,-83.37643,13776,13747
KDUA,2025_01,33.893509,-96.486642,418,446
KDUA,2025_02,33.893509,-96.486642,311,342
KDUA,2025_03,33.893509,-96.486642,382,446
KDUA,2025_04,33.893509,-96.486642,725,714
KDUA,2025_05,33.893509,-96.486642,774,806
KDUA,2025_06,33.893509,-96.486642,799,862
KDUA,2025_07,33.893509,-96.486642,826,911
KDUA,2025_08,33.893509,-96.486642,796,804
KDUA,2025_09,33.893509,-96.486642,1017,1006
KDUC,2025_01,34.409366,-98.331242,229,376
KDUC,2025_02,34.409366,-98.331242,148,332
KDUC,2025_03,34.409366,-98.331242,103,254
KDUC,2025_04,34.409366,-98.331242,152,391
KDUC,2025_05,34.409366,-98.331242,216,403
KDUC,2025_06,34.409366,-98.331242,170,437
KDUC,2025_07,34.409366,-98.331242,197,414
KDUC,2025_08,34.409366,-98.331242,165,354
KDUC,2025_09,34.409366,-98.331242,226,399
KDUG,2025_01,31.745368,-110.175732,0,1
KDUG,2025_04,31.745368,-110.175732,0,1
KDUG,2025_05,31.745368,-110.175732,6,5
KDUG,2025_06,31.745368,-110.175732,9,33
KDUG,2025_07,31.745368,-110.175732,3,16
KDUG,2025_08,31.745368,-110.175732,6,14
KDUG,2025_09,31.745368,-110.175732,3,10
KDUJ,2025_01,41.131897,-78.771729,118,178
KDUJ,2025_02,41.131897,-78.771729,124,170
KDUJ,2025_03,41.131897,-78.771729,194,273
KDUJ,2025_04,41.131897,-78.771729,219,292
KDUJ,2025_05,41.131897,-78.771729,210,253
KDUJ,2025_06,41.131897,-78.771729,234,274
KDUJ,2025_07,41.131897,-78.771729,277,338
KDUJ,2025_08,41.131897,-78.771729,287,353
KDUJ,2025_09,41.131897,-78.771729,266,334
KDVL,2025_01,47.993588,-98.882024,207,200
KDVL,2025_02,47.993588,-98.882024,191,229
KDVL,2025_03,47.993588,-98.882024,194,283
KDVL,2025_04,47.993588,-98.882024,163,293
KDVL,2025_05,47.993588,-98.882024,207,322
KDVL,2025_06,47.993588,-98.882024,93,191
KDVL,2025_07,47.993588,-98.882024,72,180
KDVL,2025_08,47.993588,-98.882024,190,338
KDVL,2025_09,47.993588,-98.882024,196,310
KDVN,2025_01,41.608143,-90.587769,280,261
KDVN,2025_02,41.608143,-90.587769,256,225
KDVN,2025_03,41.608143,-90.587769,440,331
KDVN,2025_04,41.608143,-90.587769,400,336
KDVN,2025_05,41.608143,-90.587769,513,379
KDVN,2025_06,41.608143,-90.587769,476,380
KDVN,2025_07,41.608143,-90.587769,513,373
KDVN,2025_08,41.608143,-90.587769,491,443
KDVN,2025_09,41.608143,-90.587769,498,397
KDVO,2025_01,38.163478,-122.573388,1611,1464
KDVO,2025_02,38.163478,-122.573388,1299,1172
KDVO,2025_03,38.163478,-122.573388,1447,1266
KDVO,2025_04,38.163478,-122.573388,1595,1454
KDVO,2025_05,38.163478,-122.573388,1789,1540
KDVO,2025_06,38.163478,-122.573388,1809,1575
KDVO,2025_07,38.163478,-122.573388,1701,1543
KDVO,2025_08,38.163478,-122.573388,1991,1749
KDVO,2025_09,38.163478,-122.573388,1624,1487
KDVP,2025_01,43.703476,-95.620657,44,55
KDVP,2025_02,43.703476,-95.620657,53,73
KDVP,2025_03,43.703476,-95.620657,51,61
KDVP,2025_04,43.703476,-95.620657,48,76
KDVP,2025_05,43.703476,-95.620657,57,83
KDVP,2025_06,43.703476,-95.620657,53,78
KDVP,2025_07,43.703476,-95.620657,75,93
KDVP,2025_08,43.703476,-95.620657,77,90
KDVP,2025_09,43.703476,-95.620657,67,80
KDVT,2025_01,33.688568,-112.069403,7816,6972
KDVT,2025_02,33.688568,-112.069403,8253,7049
KDVT,2025_03,33.688568,-112.069403,8562,7293
KDVT,2025_04,33.688568,-112.069403,8793,7643
KDVT,2025_05,33.688568,-112.069403,8467,7399
KDVT,2025_06,33.688568,-112.069403,7167,6376
KDVT,2025_07,33.688568,-112.069403,6681,5955
KDVT,2025_08,33.688568,-112.069403,6803,5964
KDVT,2025_09,33.688568,-112.069403,6873,6000
KDWH,2025_01,29.970703,-95.396979,2161,2940
KDWH,2025_02,29.970703,-95.396979,1926,1792
KDWH,2025_03,29.970703,-95.396979,2430,2228
KDWH,2025_04,29.970703,-95.396979,2372,2199
KDWH,2025_05,29.970703,-95.396979,2642,2424
KDWH,2025_06,29.970703,-95.396979,2458,2271
KDWH,2025_07,29.970703,-95.396979,2756,2515
KDWH,2025_08,29.970703,-95.396979,2803,2581
KDWH,2025_09,29.970703,-95.396979,2939,2691
KDXR,2025_01,41.362656,-73.502563,461,446
KDXR,2025_02,41.362656,-73.502563,549,528
KDXR,2025_03,41.362656,-73.502563,665,636
KDXR,2025_04,41.362656,-73.502563,824,792
KDXR,2025_05,41.362656,-73.502563,802,794
KDXR,2025_06,41.362656,-73.502563,1186,1129
KDXR,2025_07,41.362656,-73.502563,1399,1341
KDXR,2025_08,41.362656,-73.502563,1673,1625
KDXR,2025_09,41.362656,-73.502563,1432,1344
KDYL,2025_01,40.314238,-75.146609,708,607
KDYL,2025_02,40.314238,-75.146609,866,722
KDYL,2025_03,40.314238,-75.146609,1023,882
KDYL,2025_04,40.314238,-75.146609,1150,982
KDYL,2025_05,40.314238,-75.146609,1150,1041
KDYL,2025_06,40.314238,-75.146609,1430,1257
KDYL,2025_07,40.314238,-75.146609,1694,1505
KDYL,2025_08,40.314238,-75.146609,2063,1888
KDYL,2025_09,40.314238,-75.146609,1897,1612
KDYS,2025_01,32.961684,-99.782933,67,74
KDYS,2025_02,32.961684,-99.782933,64,76
KDYS,2025_03,32.961684,-99.782933,42,70
KDYS,2025_04,32.961684,-99.782933,70,85
KDYS,2025_05,32.961684,-99.782933,155,124
KDYS,2025_06,32.961684,-99.782933,158,106
KDYS,2025_07,32.961684,-99.782933,161,96
KDYS,2025_08,32.961684,-99.782933,136,97
KDYS,2025_09,32.961684,-99.782933,117,89
KEAN,2025_01,41.873133,-105.821334,7,43
KEAN,2025_02,41.873133,-105.821334,5,35
KEAN,2025_03,41.873133,-105.821334,7,45
KEAN,2025_04,41.873133,-105.821334,10,41
KEAN,2025_05,41.873133,-105.821334,14,33
KEAN,2025_06,41.873133,-105.821334,16,55
KEAN,2025_07,41.873133,-105.821334,17,68
KEAN,2025_08,41.873133,-105.821334,11,61
KEAN,2025_09,41.873133,-105.821334,10,59
KEAR,2025_01,40.62854,-99.088074,167,153
KEAR,2025_02,40.62854,-99.088074,162,160
KEAR,2025_03,40.62854,-99.088074,190,175
KEAR,2025_04,40.62854,-99.088074,174,194
KEAR,2025_05,40.62854,-99.088074,199,239
KEAR,2025_06,40.62854,-99.088074,277,268
KEAR,2025_07,40.62854,-99.088074,252,311
KEAR,2025_08,40.62854,-99.088074,264,274
KEAR,2025_09,40.62854,-99.088074,234,237
KEAT,2025_01,47.595287,-120.202613,475,429
KEAT,2025_02,47.595287,-120.202613,363,294
KEAT,2025_03,47.595287,-120.202613,519,467
KEAT,2025_04,47.595287,-120.202613,682,606
KEAT,2025_05,47.595287,-120.202613,813,759
KEAT,2025_06,47.595287,-120.202613,1106,1000
KEAT,2025_07,47.595287,-120.202613,1298,1170
KEAT,2025_08,47.595287,-120.202613,1073,946
KEAT,2025_09,47.595287,-120.202613,982,825
KEAU,2025_01,44.567949,-91.298865,657,622
KEAU,2025_02,44.567949,-91.298865,493,451
KEAU,2025_03,44.567949,-91.298865,586,564
KEAU,2025_04,44.567949,-91.298865,741,713
KEAU,2025_05,44.567949,-91.298865,676,683
KEAU,2025_06,44.567949,-91.298865,794,782
KEAU,2025_07,44.567949,-91.298865,981,987
KEAU,2025_08,44.567949,-91.298865,965,951
KEAU,2025_09,44.567949,-91.298865,854,839
KEBS,2025_01,42.533203,-94.114942,83,70
KEBS,2025_02,42.533203,-94.114942,53,52
KEBS,2025_03,42.533203,-94.114942,78,75
KEBS,2025_04,42.533203,-94.114942,96,89
KEBS,2025_05,42.533203,-94.114942,132,130
KEBS,2025_06,42.533203,-94.114942,103,91
KEBS,2025_07,42.533203,-94.114942,166,178
KEBS,2025_08,42.533203,-94.114942,130,130
KEBS,2025_09,42.533203,-94.114942,93,109
KECG,2025_01,36.318741,-76.271839,358,363
KECG,2025_02,36.318741,-76.271839,448,881
KECG,2025_03,36.318741,-76.271839,442,852
KECG,2025_04,36.318741,-76.271839,325,382
KECG,2025_05,36.318741,-76.271839,224,251
KECG,2025_06,36.318741,-76.271839,697,672
KECG,2025_07,36.318741,-76.271839,616,600
KECG,2025_08,36.318741,-76.271839,630,611
KECG,2025_09,36.318741,-76.271839,620,604
