origin,destination,flights,origin_lat,origin_lon,destination_lat,destination_lon
KDAB,KDAB,12269,29.075684,-81.267823,29.075684,-81.267823
RJBH,RJTT,8643,35.386002,132.966728,35.558275,139.769206
KAFW,KAFW,8622,33.19249,-97.198187,33.19249,-97.198187
KIWA,KIWA,7248,33.267838,-111.814783,33.267838,-111.814783
KADS,KADS,4451,33.030116,-96.838653,33.030116,-96.838653
KAUS,KAUS,4425,30.398041,-97.566875,30.398041,-97.566875
KIND,KIND,3881,39.74807,-86.307007,39.74807,-86.307007
VHHH,VHHH,3769,22.505676,113.824302,22.505676,113.824302
KATL,KATL,3412,33.631805,-84.436924,33.631805,-84.436924
VABB,VOBL,3232,19.090235,72.853151,13.189133,77.761423
YBBN,YSSY,2630,-27.36335,153.118087,-33.95426,151.178055
RJAA,RJBH,2560,35.288223,144.953327,35.386002,132.966728
RCTP,VHHH,2431,25.071266,121.22286,22.505676,113.824302
WMKK,WSSS,2261,2.834885,101.664036,1.394938,103.996914
CYYC,CYYC,2173,51.129936,-113.990373,51.129936,-113.990373
RJBB,RJTT,2122,34.468627,135.305672,35.558275,139.769206
VIDP,VOBL,2098,28.513339,77.239541,13.189133,77.761423
KBTF,KBTF,2089,40.802456,-111.976364,40.802456,-111.976364
RJAA,RKSI,2085,35.288223,144.953327,37.451248,126.437414
KHHR,KSFO,2059,33.935806,-118.398257,37.622192,-122.377739
KBFI,KBFI,2026,47.458901,-122.307833,47.458901,-122.307833
VABB,VIDP,2021,19.090235,72.853151,28.513339,77.239541
PHNL,PHNL,2011,21.325289,-157.93026,21.325289,-157.93026
KSLC,KSLC,1974,40.62038,-111.994507,40.62038,-111.994507
RJBB,RKSI,1933,34.468627,135.305672,37.451248,126.437414
CYVR,CYYC,1923,49.182449,-123.140822,51.129936,-113.990373
KRDU,KRDU,1895,35.883396,-78.774193,35.883396,-78.774193
KLGA,KORD,1893,40.779353,-73.872351,41.967389,-87.912406
ZBAA,ZBAA,1854,41.074855,114.603008,41.074855,114.603008
CYVR,CYYZ,1851,49.182449,-123.140822,43.665475,-79.611544
KBNA,KBNA,1772,36.097583,-86.690252,36.097583,-86.690252
VHHH,VTBS,1756,22.505676,113.824302,13.69154,100.74
RJBB,RJBH,1751,34.468627,135.305672,35.386002,132.966728
VHHH,WSSS,1743,22.505676,113.824302,1.394938,103.996914
EDDF,EDDF,1726,50.034252,8.562247,50.034252,8.562247
KSNA,KSNA,1679,33.675053,-117.869274,33.675053,-117.869274
CYUL,CYYZ,1650,45.49585,-73.691319,43.665475,-79.611544
LOWW,LOWW,1640,48.109947,16.578643,48.109947,16.578643
CYYC,CYYZ,1608,51.129936,-113.990373,43.665475,-79.611544
RJTT,RJTT,1608,35.558275,139.769206,35.558275,139.769206
KHHR,KJFK,1602,33.935806,-118.398257,40.626115,-73.782432
KIAD,KIAD,1587,38.938037,-77.436264,38.938037,-77.436264
RCTP,RJAA,1450,25.071266,121.22286,35.288223,144.953327
KATL,KLGA,1443,33.631805,-84.436924,40.779353,-73.872351
KHND,KHND,1438,36.073655,-115.123804,36.073655,-115.123804
LEBL,LEPA,1434,41.298569,2.082809,39.772137,3.064087
CYYZ,KLGA,1395,43.665475,-79.611544,40.779353,-73.872351
OMDB,OTBD,1369,25.226349,55.41214,25.369446,51.594493
KCLT,KCLT,1368,35.173521,-80.931816,35.173521,-80.931816
EPWA,EPWA,1333,52.169499,20.963876,52.169499,20.963876
VHHH,WMKK,1308,22.505676,113.824302,2.834885,101.664036
EGLL,KJFK,1286,51.352575,-0.5470079999999999,40.626115,-73.782432
KDEN,KHHR,1246,39.847028,-104.641541,33.935806,-118.398257
LEMD,LEPA,1242,40.481779,-3.544511,39.772137,3.064087
KBOS,KORD,1233,42.37329,-71.006954,41.967389,-87.912406
KORD,KORD,1222,41.967389,-87.912406,41.967389,-87.912406
CYYZ,CYYZ,1217,43.665475,-79.611544,43.665475,-79.611544
KHHR,KORD,1215,33.935806,-118.398257,41.967389,-87.912406
KBFI,KPDX,1187,47.458901,-122.307833,45.586756,-122.599903
RKSI,VHHH,1185,37.451248,126.437414,22.505676,113.824302
KBOS,KLGA,1167,42.37329,-71.006954,40.779353,-73.872351
KDEN,KORD,1153,39.847028,-104.641541,41.967389,-87.912406
LEMD,LEMD,1148,40.481779,-3.544511,40.481779,-3.544511
EKCH,ESSA,1144,55.631653,12.677224,59.625363,17.908851
VTBS,WSSS,1141,13.69154,100.74,1.394938,103.996914
EKCH,ENGM,1128,55.631653,12.677224,60.140945,11.048363
KATL,KDCA,1126,33.631805,-84.436924,38.850205,-77.037643
KDCA,KORD,1118,38.850205,-77.037643,41.967389,-87.912406
KBOS,KDCA,1117,42.37329,-71.006954,38.850205,-77.037643
LEMD,LPPT,1114,40.481779,-3.544511,38.779919,-9.136684
KDFW,KLGA,1112,32.899747,-97.073037,40.779353,-73.872351
KDEN,KPHX,1110,39.847028,-104.641541,33.440861,-112.0092
KNZY,KSFO,1109,32.734219,-117.192381,37.622192,-122.377739
KHHR,KPHX,1108,33.935806,-118.398257,33.440861,-112.0092
KATL,KMCO,1105,33.631805,-84.436924,28.432892,-81.295817
KJFK,KSFO,1094,40.626115,-73.782432,37.622192,-122.377739
KMSP,KORD,1077,44.886354,-93.20573,41.967389,-87.912406
KDFW,KORD,1076,32.899747,-97.073037,41.967389,-87.912406
KATL,KORD,1075,33.631805,-84.436924,41.967389,-87.912406
KDFW,KIAH,1060,32.899747,-97.073037,29.97757,-95.277961
EGSS,EGSS,1059,51.883644,0.232735,51.883644,0.232735
KIAH,KORD,1058,29.97757,-95.277961,41.967389,-87.912406
KATL,KDFW,1057,33.631805,-84.436924,32.899747,-97.073037
RPLL,VHHH,1057,13.469971,121.632054,22.505676,113.824302
CYYZ,KORD,1043,43.665475,-79.611544,41.967389,-87.912406
KDTW,KORD,1041,42.24678,-83.33854,41.967389,-87.912406
EGKK,LGAT,1040,51.146713,-0.201094,36.249343,24.156072
ENGM,ESSA,1036,60.140945,11.048363,59.625363,17.908851
RCTP,RJBB,1034,25.071266,121.22286,34.468627,135.305672
KATL,KEWR,1021,33.631805,-84.436924,40.698946,-74.164488
EHAM,EHAM,1019,52.34265,4.710114,52.34265,4.710114
KDEN,KMSP,1011,39.847028,-104.641541,44.886354,-93.20573
EGLL,EIDW,993,51.352575,-0.5470079999999999,53.422464,-6.279737
KEWR,KMCO,988,40.698946,-74.164488,28.432892,-81.295817
EDDB,EDDF,987,52.343674,13.461075,50.034252,8.562247
CYVR,CYVR,981,49.182449,-123.140822,49.182449,-123.140822
EDDL,LEPA,979,51.274567,6.741448,39.772137,3.064087
KBFI,KHHR,975,47.458901,-122.307833,33.935806,-118.398257
KORD,KSFO,975,41.967389,-87.912406,37.622192,-122.377739
RCTP,VTBS,971,25.071266,121.22286,13.69154,100.74
KATL,KBWI,965,33.631805,-84.436924,39.177017,-76.729829
EDDF,EDDM,960,50.034252,8.562247,48.606667,12.066527
KBOS,KJFK,952,42.37329,-71.006954,40.626115,-73.782432
KHHR,KHND,944,33.935806,-118.398257,36.073655,-115.123804
KHHR,KLAS,938,33.935806,-118.398257,36.098386,-115.157172
KLGA,KMIA,933,40.779353,-73.872351,25.78363,-80.373077
RKSI,RPLL,931,37.451248,126.437414,13.469971,121.632054
KEWR,KORD,929,40.698946,-74.164488,41.967389,-87.912406
KEWR,KHHR,927,40.698946,-74.164488,33.935806,-118.398257
KATL,KFLL,925,33.631805,-84.436924,26.077011,-80.175787
KIND,KORD,921,39.74807,-86.307007,41.967389,-87.912406
RJAA,VHHH,917,35.288223,144.953327,22.505676,113.824302
KMCO,KORD,911,28.432892,-81.295817,41.967389,-87.912406
KSFO,KSNA,911,37.622192,-122.377739,33.675053,-117.869274
RKSI,ZBAA,903,37.451248,126.437414,41.074855,114.603008
KCLT,KLGA,902,35.173521,-80.931816,40.779353,-73.872351
EDDB,EDDB,898,52.343674,13.461075,52.343674,13.461075
VHHH,ZBAA,898,22.505676,113.824302,41.074855,114.603008
LEMD,LIRF,894,40.481779,-3.544511,41.829117,12.220667
EGLL,EHAM,892,51.352575,-0.5470079999999999,52.34265,4.710114
EDDF,EGLL,889,50.034252,8.562247,51.352575,-0.5470079999999999
KDEN,KSFO,876,39.847028,-104.641541,37.622192,-122.377739
KDFW,KHHR,874,32.899747,-97.073037,33.935806,-118.398257
VABB,VABB,872,19.090235,72.853151,19.090235,72.853151
LEBL,LEMD,871,41.298569,2.082809,40.481779,-3.544511
KBFI,KSFO,870,47.458901,-122.307833,37.622192,-122.377739
EHAM,LEBL,868,52.34265,4.710114,41.298569,2.082809
KATL,KHHR,868,33.631805,-84.436924,33.935806,-118.398257
KATL,KTPA,868,33.631805,-84.436924,27.986519,-82.541576
KATL,KPHL,862,33.631805,-84.436924,39.868881,-75.240465
LEBL,LIRF,860,41.298569,2.082809,41.829117,12.220667
KHHR,KIAH,859,33.935806,-118.398257,29.97757,-95.277961
KORD,KPHL,854,41.967389,-87.912406,39.868881,-75.240465
KATL,KIAH,850,33.631805,-84.436924,29.97757,-95.277961
EIDW,EIDW,849,53.422464,-6.279737,53.422464,-6.279737
KATL,KDTW,843,33.631805,-84.436924,42.24678,-83.33854
KBFI,KDEN,841,47.458901,-122.307833,39.847028,-104.641541
KPDX,KPDX,840,45.586756,-122.599903,45.586756,-122.599903
KMDW,KMDW,839,41.7848,-87.752194,41.7848,-87.752194
KBNA,KORD,837,36.097583,-86.690252,41.967389,-87.912406
KATL,KMIA,835,33.631805,-84.436924,25.78363,-80.373077
RCTP,RKSI,835,25.071266,121.22286,37.451248,126.437414
KMCO,KPHL,832,28.432892,-81.295817,39.868881,-75.240465
LEMD,LFPO,830,40.481779,-3.544511,48.727661,2.403118
OMDB,VABB,830,25.226349,55.41214,19.090235,72.853151
RKSI,VTBS,829,37.451248,126.437414,13.69154,100.74
KATL,KDEN,823,33.631805,-84.436924,39.847028,-104.641541
RJAA,RJBB,822,35.288223,144.953327,34.468627,135.305672
EDDM,LGAT,818,48.606667,12.066527,36.249343,24.156072
EDDF,LOWW,816,50.034252,8.562247,48.109947,16.578643
EDDL,EDDM,812,51.274567,6.741448,48.606667,12.066527
KORD,KPHX,809,41.967389,-87.912406,33.440861,-112.0092
EDDF,LGAT,807,50.034252,8.562247,36.249343,24.156072
LFPO,LPPT,803,48.727661,2.403118,38.779919,-9.136684
KBOS,KSFO,802,42.37329,-71.006954,37.622192,-122.377739
KATL,KRDU,800,33.631805,-84.436924,35.883396,-78.774193
KBFI,KPHX,789,47.458901,-122.307833,33.440861,-112.0092
EHAM,EIDW,785,52.34265,4.710114,53.422464,-6.279737
KHHR,PHNL,785,33.935806,-118.398257,21.325289,-157.93026
OTBD,OTBD,785,25.369446,51.594493,25.369446,51.594493
EDDM,EGLL,777,48.606667,12.066527,51.352575,-0.5470079999999999
EGCC,EIDW,776,53.343761,-2.286647,53.422464,-6.279737
LEBL,LEBL,776,41.298569,2.082809,41.298569,2.082809
KBTF,KSLC,773,40.802456,-111.976364,40.62038,-111.994507
KLGA,KMCO,772,40.779353,-73.872351,28.432892,-81.295817
LEBL,LIMC,772,41.298569,2.082809,45.590836,8.74438
RCTP,RPLL,771,25.071266,121.22286,13.469971,121.632054
KATL,KBOS,770,33.631805,-84.436924,42.37329,-71.006954
KDEN,KSLC,767,39.847028,-104.641541,40.62038,-111.994507
KATL,KAUS,762,33.631805,-84.436924,30.398041,-97.566875
LSZH,LSZH,762,47.463867,8.546883,47.463867,8.546883
KBOS,KPHL,760,42.37329,-71.006954,39.868881,-75.240465
KDFW,KMIA,759,32.899747,-97.073037,25.78363,-80.373077
LEBL,LPPT,759,41.298569,2.082809,38.779919,-9.136684
EGCC,EGCC,757,53.343761,-2.286647,53.343761,-2.286647
KDEN,KPDX,757,39.847028,-104.641541,45.586756,-122.599903
KMCO,KMIA,757,28.432892,-81.295817,25.78363,-80.373077
KDEN,KLGA,753,39.847028,-104.641541,40.779353,-73.872351
KAUS,KDFW,752,30.398041,-97.566875,32.899747,-97.073037
KDEN,KIAH,747,39.847028,-104.641541,29.97757,-95.277961
KBFI,KORD,746,47.458901,-122.307833,41.967389,-87.912406
KHHR,KPDX,744,33.935806,-118.398257,45.586756,-122.599903
KDCA,KLGA,743,38.850205,-77.037643,40.779353,-73.872351
KLGA,KRDU,740,40.779353,-73.872351,35.883396,-78.774193
KATL,KBNA,738,33.631805,-84.436924,36.097583,-86.690252
KATL,KJFK,737,33.631805,-84.436924,40.626115,-73.782432
KATL,KCLT,736,33.631805,-84.436924,35.173521,-80.931816
EDDL,LGAT,733,51.274567,6.741448,36.249343,24.156072
EGKK,LEMG,730,51.146713,-0.201094,36.682744,-4.492429
EHAM,EKCH,722,52.34265,4.710114,55.631653,12.677224
KBOS,KEWR,717,42.37329,-71.006954,40.698946,-74.164488
KJFK,KMIA,717,40.626115,-73.782432,25.78363,-80.373077
KDTW,KLGA,715,42.24678,-83.33854,40.779353,-73.872351
KIAH,KLGA,715,29.97757,-95.277961,40.779353,-73.872351
KDTW,KEWR,712,42.24678,-83.33854,40.698946,-74.164488
KBNA,KLGA,711,36.097583,-86.690252,40.779353,-73.872351
KEWR,KSFO,711,40.698946,-74.164488,37.622192,-122.377739
EGLL,LEMD,710,51.352575,-0.5470079999999999,40.481779,-3.544511
RJBB,VHHH,709,34.468627,135.305672,22.505676,113.824302
EDDB,EDDM,706,52.343674,13.461075,48.606667,12.066527
EGKK,LEBL,706,51.146713,-0.201094,41.298569,2.082809
CYVR,KBFI,702,49.182449,-123.140822,47.458901,-122.307833
KAUS,KDEN,701,30.398041,-97.566875,39.847028,-104.641541
EHAM,LGAT,698,52.34265,4.710114,36.249343,24.156072
KAUS,KDAL,698,30.398041,-97.566875,32.834524,-96.666601
EDDF,LBBG,690,50.034252,8.562247,42.51329,28.269695
KDEN,KNZY,686,39.847028,-104.641541,32.734219,-117.192381
KDFW,KMCO,686,32.899747,-97.073037,28.432892,-81.295817
LLBG,OMDB,683,32.004093,34.891163,25.226349,55.41214
KDEN,KDFW,682,39.847028,-104.641541,32.899747,-97.073037
KCLT,KMCO,681,35.173521,-80.931816,28.432892,-81.295817
KNZY,KPHX,681,32.734219,-117.192381,33.440861,-112.0092
KHND,KSNA,680,36.073655,-115.123804,33.675053,-117.869274
KBOS,KHHR,679,42.37329,-71.006954,33.935806,-118.398257
EGCC,LGAT,678,53.343761,-2.286647,36.249343,24.156072
KCLT,KORD,677,35.173521,-80.931816,41.967389,-87.912406
KJFK,KMCO,677,40.626115,-73.782432,28.432892,-81.295817
LEBL,LFPO,676,41.298569,2.082809,48.727661,2.403118
KBWI,KMCO,674,39.177017,-76.729829,28.432892,-81.295817
KDCA,KMCO,674,38.850205,-77.037643,28.432892,-81.295817
EDDL,LTAI,673,51.274567,6.741448,36.915925,30.823875
KNZY,KNZY,671,32.734219,-117.192381,32.734219,-117.192381
EDDF,EHAM,670,50.034252,8.562247,52.34265,4.710114
EDDB,LSZH,658,52.343674,13.461075,47.463867,8.546883
KEWR,KIAH,658,40.698946,-74.164488,29.97757,-95.277961
EHAM,LEMD,655,52.34265,4.710114,40.481779,-3.544511
KCLT,KPHL,655,35.173521,-80.931816,39.868881,-75.240465
RCTP,WSSS,655,25.071266,121.22286,1.394938,103.996914
EDDF,LSZH,654,50.034252,8.562247,47.463867,8.546883
KPDX,KSFO,653,45.586756,-122.599903,37.622192,-122.377739
KMIA,KORD,648,25.78363,-80.373077,41.967389,-87.912406
KBNA,KDCA,643,36.097583,-86.690252,38.850205,-77.037643
EDDM,EHAM,641,48.606667,12.066527,52.34265,4.710114
KPHX,KSFO,636,33.440861,-112.0092,37.622192,-122.377739
KPHX,KSNA,635,33.440861,-112.0092,33.675053,-117.869274
LGAT,LSZH,634,36.249343,24.156072,47.463867,8.546883
EGCC,EHAM,633,53.343761,-2.286647,52.34265,4.710114
KATL,KIND,633,33.631805,-84.436924,39.74807,-86.307007
RPLL,WSSS,632,13.469971,121.632054,1.394938,103.996914
KDCA,KMIA,631,38.850205,-77.037643,25.78363,-80.373077
CYUL,KLGA,630,45.49585,-73.691319,40.779353,-73.872351
RPLL,RPLL,629,13.469971,121.632054,13.469971,121.632054
EDDL,LBBG,628,51.274567,6.741448,42.51329,28.269695
EDDF,LEPA,624,50.034252,8.562247,39.772137,3.064087
KATL,KMSP,621,33.631805,-84.436924,44.886354,-93.20573
KFLL,KLGA,620,26.077011,-80.175787,40.779353,-73.872351
EBBR,EBBR,618,50.892426,4.495041,50.892426,4.495041
KBOS,KBWI,616,42.37329,-71.006954,39.177017,-76.729829
KLAS,KSNA,612,36.098386,-115.157172,33.675053,-117.869274
LFPO,LIRF,611,48.727661,2.403118,41.829117,12.220667
EGLL,LPPT,610,51.352575,-0.5470079999999999,38.779919,-9.136684
KATL,KDAL,609,33.631805,-84.436924,32.834524,-96.666601
LIMC,LIMC,609,45.590836,8.74438,45.590836,8.74438
EGLL,LSZH,608,51.352575,-0.5470079999999999,47.463867,8.546883
KDFW,KPHX,608,32.899747,-97.073037,33.440861,-112.0092
KBNA,KDEN,606,36.097583,-86.690252,39.847028,-104.641541
KBOS,KDEN,604,42.37329,-71.006954,39.847028,-104.641541
KEWR,KEWR,604,40.698946,-74.164488,40.698946,-74.164488
KCLT,KDFW,599,35.173521,-80.931816,32.899747,-97.073037
KCLT,KJFK,597,35.173521,-80.931816,40.626115,-73.782432
KCLT,KRDU,597,35.173521,-80.931816,35.883396,-78.774193
KBFI,KNZY,596,47.458901,-122.307833,32.734219,-117.192381
KJFK,KRDU,595,40.626115,-73.782432,35.883396,-78.774193
CYVR,KSFO,592,49.182449,-123.140822,37.622192,-122.377739
KATL,KIAD,591,33.631805,-84.436924,38.938037,-77.436264
LEPA,LSZH,591,39.772137,3.064087,47.463867,8.546883
KBOS,KCLT,590,42.37329,-71.006954,35.173521,-80.931816
EHAM,LEMG,589,52.34265,4.710114,36.682744,-4.492429
EGLL,LBBG,585,51.352575,-0.5470079999999999,42.51329,28.269695
KDCA,KDCA,585,38.850205,-77.037643,38.850205,-77.037643
KDFW,KEWR,585,32.899747,-97.073037,40.698946,-74.164488
KLAS,KSFO,585,36.098386,-115.157172,37.622192,-122.377739
KDEN,KSNA,584,39.847028,-104.641541,33.675053,-117.869274
EGSS,EIDW,582,51.883644,0.232735,53.422464,-6.279737
EBBR,LEMD,580,50.892426,4.495041,40.481779,-3.544511
KHND,KNZY,580,36.073655,-115.123804,32.734219,-117.192381
CYYZ,KEWR,579,43.665475,-79.611544,40.698946,-74.164488
EHAM,LSZH,579,52.34265,4.710114,47.463867,8.546883
KDEN,KMCO,578,39.847028,-104.641541,28.432892,-81.295817
KATL,KMDW,577,33.631805,-84.436924,41.7848,-87.752194
RKSI,WSSS,574,37.451248,126.437414,1.394938,103.996914
KBNA,KCLT,570,36.097583,-86.690252,35.173521,-80.931816
KEWR,KFLL,569,40.698946,-74.164488,26.077011,-80.175787
KIAH,KSFO,569,29.97757,-95.277961,37.622192,-122.377739
WSSS,YSSY,569,1.394938,103.996914,-33.95426,151.178055
KDEN,KEWR,568,39.847028,-104.641541,40.698946,-74.164488
EHAM,LBBG,565,52.34265,4.710114,42.51329,28.269695
LGAT,LOWW,565,36.249343,24.156072,48.109947,16.578643
EGCC,LEPA,561,53.343761,-2.286647,39.772137,3.064087
EGLL,LEBL,560,51.352575,-0.5470079999999999,41.298569,2.082809
KDEN,KIAD,560,39.847028,-104.641541,38.938037,-77.436264
KEWR,KMIA,560,40.698946,-74.164488,25.78363,-80.373077
KATL,KSFO,559,33.631805,-84.436924,37.622192,-122.377739
KCLT,KDTW,559,35.173521,-80.931816,42.24678,-83.33854
KDFW,KDTW,558,32.899747,-97.073037,42.24678,-83.33854
KIAH,KMIA,558,29.97757,-95.277961,25.78363,-80.373077
EDDB,LEPA,556,52.343674,13.461075,39.772137,3.064087
KCLT,KMIA,554,35.173521,-80.931816,25.78363,-80.373077
EGLL,EKCH,553,51.352575,-0.5470079999999999,55.631653,12.677224
EHAM,LPPT,553,52.34265,4.710114,38.779919,-9.136684
KLAS,KORD,553,36.098386,-115.157172,41.967389,-87.912406
KAUS,KHHR,551,30.398041,-97.566875,33.935806,-118.398257
CYVR,KHHR,550,49.182449,-123.140822,33.935806,-118.398257
KCLT,KEWR,548,35.173521,-80.931816,40.698946,-74.164488
KCLT,KIAD,548,35.173521,-80.931816,38.938037,-77.436264
RJAA,RPLL,548,35.288223,144.953327,13.469971,121.632054
EDDF,LEMD,547,50.034252,8.562247,40.481779,-3.544511
EGLL,OMDB,546,51.352575,-0.5470079999999999,25.226349,55.41214
KBNA,KDFW,546,36.097583,-86.690252,32.899747,-97.073037
LEBL,LEMG,546,41.298569,2.082809,36.682744,-4.492429
KDCA,KEWR,545,38.850205,-77.037643,40.698946,-74.164488
KBFI,KDFW,543,47.458901,-122.307833,32.899747,-97.073037
KIAH,KMCO,543,29.97757,-95.277961,28.432892,-81.295817
EIDW,LEBL,542,53.422464,-6.279737,41.298569,2.082809
EHAM,ESSA,541,52.34265,4.710114,59.625363,17.908851
KCLT,KTPA,541,35.173521,-80.931816,27.986519,-82.541576
EDDF,LIRF,540,50.034252,8.562247,41.829117,12.220667
KBNA,KMCO,540,36.097583,-86.690252,28.432892,-81.295817
KDCA,KIAH,540,38.850205,-77.037643,29.97757,-95.277961
EDDM,LEPA,539,48.606667,12.066527,39.772137,3.064087
LEMD,LIMC,539,40.481779,-3.544511,45.590836,8.74438
VHHH,YSSY,539,22.505676,113.824302,-33.95426,151.178055
EGLL,KHHR,537,51.352575,-0.5470079999999999,33.935806,-118.398257
KBOS,KMCO,537,42.37329,-71.006954,28.432892,-81.295817
KHHR,KHHR,532,33.935806,-118.398257,33.935806,-118.398257
KJFK,KORD,532,40.626115,-73.782432,41.967389,-87.912406
EBBR,LGAT,531,50.892426,4.495041,36.249343,24.156072
KBNA,KJFK,531,36.097583,-86.690252,40.626115,-73.782432
KORD,KRDU,531,41.967389,-87.912406,35.883396,-78.774193
EBBR,LEBL,530,50.892426,4.495041,41.298569,2.082809
KNZY,KORD,530,32.734219,-117.192381,41.967389,-87.912406
EGLL,KORD,528,51.352575,-0.5470079999999999,41.967389,-87.912406
KDEN,KLAS,528,39.847028,-104.641541,36.098386,-115.157172
KMSP,KPHX,527,44.886354,-93.20573,33.440861,-112.0092
EGKK,LEPA,526,51.146713,-0.201094,39.772137,3.064087
KBNA,KPHL,526,36.097583,-86.690252,39.868881,-75.240465
EDDM,LEMD,524,48.606667,12.066527,40.481779,-3.544511
KATL,KPHX,524,33.631805,-84.436924,33.440861,-112.0092
KIND,KLGA,523,39.74807,-86.307007,40.779353,-73.872351
LFPO,LGAT,522,48.727661,2.403118,36.249343,24.156072
KAUS,KORD,521,30.398041,-97.566875,41.967389,-87.912406
KBNA,KRDU,519,36.097583,-86.690252,35.883396,-78.774193
KBWI,KCLT,519,39.177017,-76.729829,35.173521,-80.931816
KHND,KSFO,517,36.073655,-115.123804,37.622192,-122.377739
KDFW,KSFO,516,32.899747,-97.073037,37.622192,-122.377739
KDTW,KPHL,516,42.24678,-83.33854,39.868881,-75.240465
CYYZ,KJFK,515,43.665475,-79.611544,40.626115,-73.782432
KDEN,KPHL,514,39.847028,-104.641541,39.868881,-75.240465
KPHL,KRDU,514,39.868881,-75.240465,35.883396,-78.774193
EGKK,LIRF,513,51.146713,-0.201094,41.829117,12.220667
KBWI,KORD,513,39.177017,-76.729829,41.967389,-87.912406
EHAM,LOWW,511,52.34265,4.710114,48.109947,16.578643
LOWW,LSZH,511,48.109947,16.578643,47.463867,8.546883
KBWI,KDEN,510,39.177017,-76.729829,39.847028,-104.641541
KDFW,KMSP,508,32.899747,-97.073037,44.886354,-93.20573
KFLL,KJFK,508,26.077011,-80.175787,40.626115,-73.782432
EGLL,KEWR,507,51.352575,-0.5470079999999999,40.698946,-74.164488
KDFW,KPHL,507,32.899747,-97.073037,39.868881,-75.240465
YBBN,YBBN,507,-27.36335,153.118087,-27.36335,153.118087
KDFW,KDFW,506,32.899747,-97.073037,32.899747,-97.073037
KBFI,KSNA,505,47.458901,-122.307833,33.675053,-117.869274
KHHR,KMCO,502,33.935806,-118.398257,28.432892,-81.295817
LLBG,LLBG,500,32.004093,34.891163,32.004093,34.891163
KBOS,KDFW,499,42.37329,-71.006954,32.899747,-97.073037
KAUS,KPHX,498,30.398041,-97.566875,33.440861,-112.0092
KBTF,KDEN,497,40.802456,-111.976364,39.847028,-104.641541
EHAM,ENGM,496,52.34265,4.710114,60.140945,11.048363
KBNA,KBOS,496,36.097583,-86.690252,42.37329,-71.006954
EDDB,LOWW,494,52.343674,13.461075,48.109947,16.578643
KAUS,KIAH,494,30.398041,-97.566875,29.97757,-95.277961
KDCA,KDTW,493,38.850205,-77.037643,42.24678,-83.33854
KIAD,KTEB,493,38.938037,-77.436264,40.850544,-74.064697
KMCO,KRDU,493,28.432892,-81.295817,35.883396,-78.774193
KAUS,KBNA,492,30.398041,-97.566875,36.097583,-86.690252
KDCA,KJFK,490,38.850205,-77.037643,40.626115,-73.782432
EIDW,LEMG,488,53.422464,-6.279737,36.682744,-4.492429
KDCA,KDFW,488,38.850205,-77.037643,32.899747,-97.073037
VOBL,VOBL,485,13.189133,77.761423,13.189133,77.761423
CYYZ,KATL,484,43.665475,-79.611544,33.631805,-84.436924
KDEN,KDTW,484,39.847028,-104.641541,42.24678,-83.33854
OMDB,VOBL,483,25.226349,55.41214,13.189133,77.761423
CYUL,KORD,482,45.49585,-73.691319,41.967389,-87.912406
KIAD,KORD,482,38.938037,-77.436264,41.967389,-87.912406
KDTW,KMCO,480,42.24678,-83.33854,28.432892,-81.295817
KBOS,KDTW,477,42.37329,-71.006954,42.24678,-83.33854
KDTW,KIAH,477,42.24678,-83.33854,29.97757,-95.277961
EGCC,LEBL,475,53.343761,-2.286647,41.298569,2.082809
EGLL,KBOS,475,51.352575,-0.5470079999999999,42.37329,-71.006954
KDFW,KSNA,475,32.899747,-97.073037,33.675053,-117.869274
KEWR,KIAD,475,40.698946,-74.164488,38.938037,-77.436264
KEWR,KIND,475,40.698946,-74.164488,39.74807,-86.307007
EDDM,LIRF,474,48.606667,12.066527,41.829117,12.220667
KORD,KPDX,474,41.967389,-87.912406,45.586756,-122.599903
VTBS,WMKK,474,13.69154,100.74,2.834885,101.664036
CYUL,CYVR,472,45.49585,-73.691319,49.182449,-123.140822
EGLL,LIRF,472,51.352575,-0.5470079999999999,41.829117,12.220667
KMIA,KPHL,471,25.78363,-80.373077,39.868881,-75.240465
EGLL,LOWW,466,51.352575,-0.5470079999999999,48.109947,16.578643
KBNA,KDAL,466,36.097583,-86.690252,32.834524,-96.666601
LEMD,LEMG,466,40.481779,-3.544511,36.682744,-4.492429
KDTW,KHHR,465,42.24678,-83.33854,33.935806,-118.398257
EGLL,LGAT,464,51.352575,-0.5470079999999999,36.249343,24.156072
KMIA,KTPA,463,25.78363,-80.373077,27.986519,-82.541576
EDDM,LEBL,462,48.606667,12.066527,41.298569,2.082809
EDDM,EKCH,461,48.606667,12.066527,55.631653,12.677224
KBWI,KFLL,461,39.177017,-76.729829,26.077011,-80.175787
EDDB,LTAI,460,52.343674,13.461075,36.915925,30.823875
EGCC,LTAI,459,53.343761,-2.286647,36.915925,30.823875
EHAM,EPWA,457,52.34265,4.710114,52.169499,20.963876
KCLT,KIAH,456,35.173521,-80.931816,29.97757,-95.277961
KDCA,KRDU,455,38.850205,-77.037643,35.883396,-78.774193
KHHR,KMSP,454,33.935806,-118.398257,44.886354,-93.20573
LBBG,LOWW,454,42.51329,28.269695,48.109947,16.578643
RJTT,ZBAA,454,35.558275,139.769206,41.074855,114.603008
LGAT,LIMC,453,36.249343,24.156072,45.590836,8.74438
